ID,Title,Pack,Artist,Image,Level,Chart Constant,Background,Chart Design,Side,Artwork,Length,Vocals,Genre,Difficulty,Notes_Touch,Notes_Joycon,Version_Mobile,Version_Switch,Added_Mobile,Added_Switch,BPM_Min,BPM_Max
guardina,γuarδina,Memory Archive: Dynamix Collaboration,Aoi,https://static.wikia.nocookie.net/iowiro/images/e/e4/Guardina.jpg/revision/latest?cb=20230928063651,4,4.0,nijuusei-light-b,τoastεr,Light,姐川 (sogawa) + Khronetic,2:11,None,Renaissance Hardcore,0,507,507,1.6.3,2.0.1,2018-05-03,2023-03-16,202,202
guardina,γuarδina,Memory Archive: Dynamix Collaboration,Aoi,https://static.wikia.nocookie.net/iowiro/images/e/e4/Guardina.jpg/revision/latest?cb=20230928063651,7,7.5,nijuusei-light-b,τoastεr,Light,姐川 (sogawa) + Khronetic,2:11,None,Renaissance Hardcore,1,678,678,1.6.3,2.0.1,2018-05-03,2023-03-16,202,202
guardina,γuarδina,Memory Archive: Dynamix Collaboration,Aoi,https://static.wikia.nocookie.net/iowiro/images/e/e4/Guardina.jpg/revision/latest?cb=20230928063651,10,10.4,nijuusei-light-b,τoastεr,Light,姐川 (sogawa) + Khronetic,2:11,None,Renaissance Hardcore,2,1120,1120,1.6.3,2.0.1,2018-05-03,2023-03-16,202,202
temptation,TEmPTaTiON,maimai Collaboration Chapter 2,かねこちはる,https://static.wikia.nocookie.net/iowiro/images/8/88/TEmPTaTiON.jpg/revision/latest?cb=20230927234326,5,5.0,temptation,EXtINcTiON,Light,"HDLV, 和鯖 (Wasabi) (not credited)",2:21,Vocal samples,Artcore,0,627,,4.3.0,,2023-03-02,,160,160
temptation,TEmPTaTiON,maimai Collaboration Chapter 2,かねこちはる,https://static.wikia.nocookie.net/iowiro/images/8/88/TEmPTaTiON.jpg/revision/latest?cb=20230927234326,8,8.2,temptation,EXtINcTiON,Light,"HDLV, 和鯖 (Wasabi) (not credited)",2:21,Vocal samples,Artcore,1,768,,4.3.0,,2023-03-02,,160,160
temptation,TEmPTaTiON,maimai Collaboration Chapter 2,かねこちはる,https://static.wikia.nocookie.net/iowiro/images/8/88/TEmPTaTiON.jpg/revision/latest?cb=20230927234326,10+,10.9,temptation,EXtINcTiON,Light,"HDLV, 和鯖 (Wasabi) (not credited)",2:21,Vocal samples,Artcore,2,1099,,4.3.0,,2023-03-02,,160,160
divinelightofmyriad,Divine Light of Myriad,Light of Salvation,yoho,https://static.wikia.nocookie.net/iowiro/images/b/b0/Divine_Light_of_Myriad.jpg/revision/latest?cb=20230928055359,4,4.5,observer_light,東星※神授,Light,緋原ヨウ (Hihara Yoh),2:22,Vocal samples,Orchestral Hardcore,0,798,798,3.7.0,1.3.0,2021-07-21,2022-02-24,172,172
divinelightofmyriad,Divine Light of Myriad,Light of Salvation,yoho,https://static.wikia.nocookie.net/iowiro/images/b/b0/Divine_Light_of_Myriad.jpg/revision/latest?cb=20230928055359,7,7.5,observer_light,東星※神授,Light,緋原ヨウ (Hihara Yoh),2:22,Vocal samples,Orchestral Hardcore,1,835,835,3.7.0,1.3.0,2021-07-21,2022-02-24,172,172
divinelightofmyriad,Divine Light of Myriad,Light of Salvation,yoho,https://static.wikia.nocookie.net/iowiro/images/b/b0/Divine_Light_of_Myriad.jpg/revision/latest?cb=20230928055359,10+,10.8,observer_light,東星※神授,Light,緋原ヨウ (Hihara Yoh),2:22,Vocal samples,Orchestral Hardcore,2,1021,1009,3.7.0,1.3.0,2021-07-21,2022-02-24,172,172
blockedlibrary,Blocked Library,Divided Heart,影虎。,https://static.wikia.nocookie.net/iowiro/images/8/8d/Blocked_Library.jpg/revision/latest?cb=20230928024656,3,3.5,hime_conflict,Exschwasion,Conflict,めとこ (Metoko),2:14,Vocal samples,Psytrance,0,449,449,3.10.0,1.0.0c,2021-12-09,2021-05-18,148,148
blockedlibrary,Blocked Library,Divided Heart,影虎。,https://static.wikia.nocookie.net/iowiro/images/8/8d/Blocked_Library.jpg/revision/latest?cb=20230928024656,6,6.5,hime_conflict,Exschwasion,Conflict,めとこ (Metoko),2:14,Vocal samples,Psytrance,1,622,622,3.10.0,1.0.0c,2021-12-09,2021-05-18,148,148
blockedlibrary,Blocked Library,Divided Heart,影虎。,https://static.wikia.nocookie.net/iowiro/images/8/8d/Blocked_Library.jpg/revision/latest?cb=20230928024656,9,9.3,hime_conflict,Exschwasion,Conflict,めとこ (Metoko),2:14,Vocal samples,Psytrance,2,850,850,3.10.0,1.0.0c,2021-12-09,2021-05-18,148,148
gothiveofra,Got hive of Ra,Groove Coaster Collaboration,E.G.G.,https://static.wikia.nocookie.net/iowiro/images/3/39/Got_hive_of_Ra.jpg/revision/latest?cb=20200916024338,3,3.0,gc_light,Groove Nitro,Light,,2:06,None,Progressive,0,322,322,3.2.0,1.1.0,2020-09-16,2021-06-22,268,268
gothiveofra,Got hive of Ra,Groove Coaster Collaboration,E.G.G.,https://static.wikia.nocookie.net/iowiro/images/3/39/Got_hive_of_Ra.jpg/revision/latest?cb=20200916024338,6,6.5,gc_light,Groove Nitro,Light,,2:06,None,Progressive,1,509,509,3.2.0,1.1.0,2020-09-16,2021-06-22,268,268
gothiveofra,Got hive of Ra,Groove Coaster Collaboration,E.G.G.,https://static.wikia.nocookie.net/iowiro/images/3/39/Got_hive_of_Ra.jpg/revision/latest?cb=20200916024338,9+,9.8,gc_light,Groove Nitro,Light,,2:06,None,Progressive,2,794,794,3.2.0,1.1.0,2020-09-16,2021-06-22,268,268
partyvinyl,Party Vinyl,Crimson Solace,モリモリあつし,https://static.wikia.nocookie.net/iowiro/images/f/fa/Party_Vinyl.jpg/revision/latest?cb=20230928073300,4,4.0,shiawase,Party Toaster,Light,アサヤ (asaya),1:50,Vocal samples,Disco House,0,337,337,1.0.11,1.0.0c,2017-05-11,2021-05-18,132,132
partyvinyl,Party Vinyl,Crimson Solace,モリモリあつし,https://static.wikia.nocookie.net/iowiro/images/f/fa/Party_Vinyl.jpg/revision/latest?cb=20230928073300,7,7.5,shiawase,Party Toaster,Light,アサヤ (asaya),1:50,Vocal samples,Disco House,1,543,543,1.0.11,1.0.0c,2017-05-11,2021-05-18,132,132
partyvinyl,Party Vinyl,Crimson Solace,モリモリあつし,https://static.wikia.nocookie.net/iowiro/images/f/fa/Party_Vinyl.jpg/revision/latest?cb=20230928073300,9,9.4,shiawase,Party Toaster,Light,アサヤ (asaya),1:50,Vocal samples,Disco House,2,800,800,1.0.11,1.0.0c,2017-05-11,2021-05-18,132,132
partyvinyl,Party Vinyl,Crimson Solace,モリモリあつし,https://static.wikia.nocookie.net/iowiro/images/3/3c/Party_Vinyl_BYD.jpg/revision/latest?cb=20230928073334,10,10.1,shiawase,Party Exschwasion,Light,アサヤ (asaya),1:50,Vocal samples,Disco House,3,946,,4.1.6,,2022-12-22,,132,132
inkarusi,inkar-usi,Arcaea,DIA,https://static.wikia.nocookie.net/iowiro/images/c/ce/Inkar_usi_new.jpg/revision/latest?cb=20230928114113,2,2.0,base_light,Kurorak,Light,Ancy,2:23,None,Folk,0,276,276,1.6.6,1.0.0c,2018-06-22,2021-05-08,102,102
inkarusi,inkar-usi,Arcaea,DIA,https://static.wikia.nocookie.net/iowiro/images/c/ce/Inkar_usi_new.jpg/revision/latest?cb=20230928114113,4,4.0,base_light,Kurorak,Light,Ancy,2:23,None,Folk,1,326,326,1.6.6,1.0.0c,2018-06-22,2021-05-08,102,102
inkarusi,inkar-usi,Arcaea,DIA,https://static.wikia.nocookie.net/iowiro/images/c/ce/Inkar_usi_new.jpg/revision/latest?cb=20230928114113,7,7.5,base_light,Kurorak,Light,Ancy,2:23,None,Folk,2,463,463,1.6.6,1.0.0c,2018-06-22,2021-05-08,102,102
fluffyflash,FLUFFY FLASH,O.N.G.E.K.I. Collaboration Chapter 2,Kobaryo,https://static.wikia.nocookie.net/iowiro/images/e/e1/FLUFFY_FLASH.jpg/revision/latest?cb=20221004092209,3,3.5,ongeki_light,Toaster,Light,いずみべる (Izumi Bell) (not credited),2:27,Vocal samples,Happy Speedcore,0,787,,4.1.0,,2022-10-04,,252,252
fluffyflash,FLUFFY FLASH,O.N.G.E.K.I. Collaboration Chapter 2,Kobaryo,https://static.wikia.nocookie.net/iowiro/images/e/e1/FLUFFY_FLASH.jpg/revision/latest?cb=20221004092209,6,6.5,ongeki_light,Toaster,Light,いずみべる (Izumi Bell) (not credited),2:27,Vocal samples,Happy Speedcore,1,946,,4.1.0,,2022-10-04,,252,252
fluffyflash,FLUFFY FLASH,O.N.G.E.K.I. Collaboration Chapter 2,Kobaryo,https://static.wikia.nocookie.net/iowiro/images/e/e1/FLUFFY_FLASH.jpg/revision/latest?cb=20221004092209,9+,9.8,ongeki_light,Toaster,Light,いずみべる (Izumi Bell) (not credited),2:27,Vocal samples,Happy Speedcore,2,1329,,4.1.0,,2022-10-04,,252,252
conflict,conflict,Vicious Labyrinth,siromaru + cranky,https://static.wikia.nocookie.net/iowiro/images/c/cd/Conflict.jpg/revision/latest?cb=20230928054320,4,4.5,yugamu,Toaster,Conflict,horte,2:08,"Pico, Vocal samples",Harmonic Schranz,0,520,520,1.5.0,1.0.0c,2017-11-03,2021-05-18,160,160
conflict,conflict,Vicious Labyrinth,siromaru + cranky,https://static.wikia.nocookie.net/iowiro/images/c/cd/Conflict.jpg/revision/latest?cb=20230928054320,7,7.5,yugamu,Nitro,Conflict,horte,2:08,"Pico, Vocal samples",Harmonic Schranz,1,731,731,1.5.0,1.0.0c,2017-11-03,2021-05-18,160,160
conflict,conflict,Vicious Labyrinth,siromaru + cranky,https://static.wikia.nocookie.net/iowiro/images/c/cd/Conflict.jpg/revision/latest?cb=20230928054320,10,10.2,yugamu,toaster + nitro,Conflict,horte,2:08,"Pico, Vocal samples",Harmonic Schranz,2,1056,977,1.5.0,1.0.0c,2017-11-03,2021-05-18,160,160
protoflicker,Protoflicker,Lanota Collaboration Chapter 2,Silentroom,https://static.wikia.nocookie.net/iowiro/images/7/79/Protoflicker_PSTPRS.jpg/revision/latest?cb=20230928023708,3,3.0,lanota-conflict,antymis <prototype>,Conflict,atsushi (not credited),2:48,Vocal samples,Progressive Trance,0,510,510,3.12.8,2.0.1,2022-04-28,2023-03-16,140,140
protoflicker,Protoflicker,Lanota Collaboration Chapter 2,Silentroom,https://static.wikia.nocookie.net/iowiro/images/7/79/Protoflicker_PSTPRS.jpg/revision/latest?cb=20230928023708,6,6.0,lanota-conflict,antymis <prototype>,Conflict,atsushi (not credited),2:48,Vocal samples,Progressive Trance,1,633,633,3.12.8,2.0.1,2022-04-28,2023-03-16,140,140
protoflicker,Protoflicker,Lanota Collaboration Chapter 2,Silentroom,https://static.wikia.nocookie.net/iowiro/images/7/79/Protoflicker_PSTPRS.jpg/revision/latest?cb=20230928023708,9+,9.8,lanota-conflict,antymis <prototype>,Conflict,atsushi (not credited),2:48,Vocal samples,Progressive Trance,2,1042,1042,3.12.8,2.0.1,2022-04-28,2023-03-16,140,140
corpssansorganes,corps-sans-organes,Ambivalent Vision,cybermiso,https://static.wikia.nocookie.net/iowiro/images/2/2b/Corps-sans-organes.jpg/revision/latest?cb=20230928054422,4,4.5,mirai_awakened,夜浪「月食」,Conflict,softmode,2:36,Vocal samples,Glitch Hop,0,438,438,2.6.0,1.0.0c,2020-03-25,2021-05-18,105,105
corpssansorganes,corps-sans-organes,Ambivalent Vision,cybermiso,https://static.wikia.nocookie.net/iowiro/images/2/2b/Corps-sans-organes.jpg/revision/latest?cb=20230928054422,7,7.5,mirai_awakened,夜浪「月食」,Conflict,softmode,2:36,Vocal samples,Glitch Hop,1,615,615,2.6.0,1.0.0c,2020-03-25,2021-05-18,105,105
corpssansorganes,corps-sans-organes,Ambivalent Vision,cybermiso,https://static.wikia.nocookie.net/iowiro/images/2/2b/Corps-sans-organes.jpg/revision/latest?cb=20230928054422,10,10.6,mirai_awakened,夜浪「月食」,Conflict,softmode,2:36,Vocal samples,Glitch Hop,2,1077,1077,2.6.0,1.0.0c,2020-03-25,2021-05-18,105,105
lamia,LAMIA,O.N.G.E.K.I. Collaboration Chapter 2,BlackY,https://static.wikia.nocookie.net/iowiro/images/a/ad/LAMIA.jpg/revision/latest?cb=20221004093154,5,5.0,lamia,夜浪,Conflict,いずみべる (Izumi Bell) (not credited),2:26,None,Hard Renaissance,0,826,,4.1.0,,2022-10-04,,199,199
lamia,LAMIA,O.N.G.E.K.I. Collaboration Chapter 2,BlackY,https://static.wikia.nocookie.net/iowiro/images/a/ad/LAMIA.jpg/revision/latest?cb=20221004093154,8,8.3,lamia,夜浪「ノブレス・オブリージュ」,Conflict,いずみべる (Izumi Bell) (not credited),2:26,None,Hard Renaissance,1,885,,4.1.0,,2022-10-04,,199,199
lamia,LAMIA,O.N.G.E.K.I. Collaboration Chapter 2,BlackY,https://static.wikia.nocookie.net/iowiro/images/a/ad/LAMIA.jpg/revision/latest?cb=20221004093154,10+,10.9,lamia,[漆黒の執行者] 夜浪,Conflict,いずみべる (Izumi Bell) (not credited),2:26,None,Hard Renaissance,2,1385,,4.1.0,,2022-10-04,,199,199
worldender,World Ender,Final Verdict,sasakure.UK × TJ.hangneil,https://static.wikia.nocookie.net/iowiro/images/7/7f/World_Ender.jpg/revision/latest?cb=20230928000328,4,4.0,finale_light,Imaginary Sky,Light,米室 (yonemuro),2:38,Vocal samples,,0,616,616,4.0.0,2.0.1,2022-07-07,2023-03-16,190,280
worldender,World Ender,Final Verdict,sasakure.UK × TJ.hangneil,https://static.wikia.nocookie.net/iowiro/images/7/7f/World_Ender.jpg/revision/latest?cb=20230928000328,7,7.5,finale_light,Imaginary Sky,Light,米室 (yonemuro),2:38,Vocal samples,,1,850,850,4.0.0,2.0.1,2022-07-07,2023-03-16,190,280
worldender,World Ender,Final Verdict,sasakure.UK × TJ.hangneil,https://static.wikia.nocookie.net/iowiro/images/7/7f/World_Ender.jpg/revision/latest?cb=20230928000328,9+,9.9,finale_light,Imaginary Sky,Light,米室 (yonemuro),2:38,Vocal samples,,2,1225,1174,4.0.0,2.0.1,2022-07-07,2023-03-16,190,280
worldender,World Ender,Final Verdict,sasakure.UK × TJ.hangneil,https://static.wikia.nocookie.net/iowiro/images/7/7f/World_Ender.jpg/revision/latest?cb=20230928000328,11,11.2,finale_light,Imaginary Sky,Light,米室 (yonemuro),2:38,Vocal samples,,3,1661,1661,4.0.0,2.0.1,2022-07-07,2023-03-16,190,280
astraltale,Astral tale,Memory Archive,Noah,https://static.wikia.nocookie.net/iowiro/images/1/15/Astral_tale.jpg/revision/latest?cb=20230928051141,4,4.5,nijuusei-conflict-b,Nitro,Conflict,岩十 (iwato),2:28,None,J-Rock / Symphonic Rock,0,445,445,1.8.1,1.0.0c,2018-11-08,2021-05-18,134,134
astraltale,Astral tale,Memory Archive,Noah,https://static.wikia.nocookie.net/iowiro/images/1/15/Astral_tale.jpg/revision/latest?cb=20230928051141,7,7.0,nijuusei-conflict-b,Nitro,Conflict,岩十 (iwato),2:28,None,J-Rock / Symphonic Rock,1,642,642,1.8.1,1.0.0c,2018-11-08,2021-05-18,134,134
astraltale,Astral tale,Memory Archive,Noah,https://static.wikia.nocookie.net/iowiro/images/1/15/Astral_tale.jpg/revision/latest?cb=20230928051141,9,9.6,nijuusei-conflict-b,Nitro,Conflict,岩十 (iwato),2:28,None,J-Rock / Symphonic Rock,2,884,884,1.8.1,1.0.0c,2018-11-08,2021-05-18,134,134
flashback,Flashback,Crimson Solace,ARForest,https://static.wikia.nocookie.net/iowiro/images/0/0c/Flashback.jpg/revision/latest?cb=20230928061713,2,2.0,shiawase,Nitro,Light,yoshimo,2:02,None,Artcore,0,356,356,1.0.11,1.0.0c,2017-05-11,2021-05-18,195,195
flashback,Flashback,Crimson Solace,ARForest,https://static.wikia.nocookie.net/iowiro/images/0/0c/Flashback.jpg/revision/latest?cb=20230928061713,5,5.0,shiawase,Nitro,Light,yoshimo,2:02,None,Artcore,1,488,488,1.0.11,1.0.0c,2017-05-11,2021-05-18,195,195
flashback,Flashback,Crimson Solace,ARForest,https://static.wikia.nocookie.net/iowiro/images/0/0c/Flashback.jpg/revision/latest?cb=20230928061713,8,8.8,shiawase,Nitro,Light,yoshimo,2:02,None,Artcore,2,856,856,1.0.11,1.0.0c,2017-05-11,2021-05-18,195,195
senkyou,Senkyou,Arcaea,MYTK,https://static.wikia.nocookie.net/iowiro/images/1/11/Senkyou.jpg/revision/latest?cb=20230928092129,3,3.0,omatsuri_light,k//eternal,Light,未早 (Misa),2:31,Vocal samples,Artcore / Drumstep,0,627,627,2.4.5,1.0.0c,2019-11-18,2021-05-18,90,90
senkyou,Senkyou,Arcaea,MYTK,https://static.wikia.nocookie.net/iowiro/images/1/11/Senkyou.jpg/revision/latest?cb=20230928092129,5,5.5,omatsuri_light,k//eternal,Light,未早 (Misa),2:31,Vocal samples,Artcore / Drumstep,1,722,722,2.4.5,1.0.0c,2019-11-18,2021-05-18,90,90
senkyou,Senkyou,Arcaea,MYTK,https://static.wikia.nocookie.net/iowiro/images/1/11/Senkyou.jpg/revision/latest?cb=20230928092129,8,8.7,omatsuri_light,k//eternal,Light,未早 (Misa),2:31,Vocal samples,Artcore / Drumstep,2,964,964,2.4.5,1.0.0c,2019-11-18,2021-05-18,90,90
cyanine,cyanine,Lanota Collaboration,jioyi,https://static.wikia.nocookie.net/iowiro/images/6/60/Cyanine.jpg/revision/latest?cb=20180131202538,4,4.0,lanota-conflict,夜浪 - Apocalypse,Conflict,atsushi (not credited),2:30,None,Hardcore / Drumstep,0,661,661,1.5.5,2.0.1,2018-01-31,2023-03-16,182,182
cyanine,cyanine,Lanota Collaboration,jioyi,https://static.wikia.nocookie.net/iowiro/images/6/60/Cyanine.jpg/revision/latest?cb=20180131202538,7,7.5,lanota-conflict,夜浪,Conflict,atsushi (not credited),2:30,None,Hardcore / Drumstep,1,947,947,1.5.5,2.0.1,2018-01-31,2023-03-16,182,182
cyanine,cyanine,Lanota Collaboration,jioyi,https://static.wikia.nocookie.net/iowiro/images/6/60/Cyanine.jpg/revision/latest?cb=20180131202538,10,10.6,lanota-conflict,夜浪,Conflict,atsushi (not credited),2:30,None,Hardcore / Drumstep,2,1171,1171,1.5.5,2.0.1,2018-01-31,2023-03-16,182,182
vector,VECTOЯ,Arcaea,WHITEFISTS,https://static.wikia.nocookie.net/iowiro/images/f/fd/VECTO%D0%AF.jpg/revision/latest?cb=20230928085911,3,3.0,mirai_conflict,Nitro,Conflict,ふぇいフリック (FEI Flick),2:21,Choral,Art Rock,0,675,675,2.0.3,1.0.0c,2019-05-02,2021-05-18,200,200
vector,VECTOЯ,Arcaea,WHITEFISTS,https://static.wikia.nocookie.net/iowiro/images/f/fd/VECTO%D0%AF.jpg/revision/latest?cb=20230928085911,7,7.0,mirai_conflict,Nitro,Conflict,ふぇいフリック (FEI Flick),2:21,Choral,Art Rock,1,1002,1002,2.0.3,1.0.0c,2019-05-02,2021-05-18,200,200
vector,VECTOЯ,Arcaea,WHITEFISTS,https://static.wikia.nocookie.net/iowiro/images/f/fd/VECTO%D0%AF.jpg/revision/latest?cb=20230928085911,9,9.4,mirai_conflict,Nitro,Conflict,ふぇいフリック (FEI Flick),2:21,Choral,Art Rock,2,1299,1299,2.0.3,1.0.0c,2019-05-02,2021-05-18,200,200
silentrush,Silent Rush,Binary Enfold,Soleily,https://static.wikia.nocookie.net/iowiro/images/4/4d/Silent_Rush.jpg/revision/latest?cb=20230928082725,2,2.5,nijuusei-conflict-b,TaroNuke,Conflict,CinEraLiA,2:34,None,Melodic Trance,0,416,416,1.6.0,1.0.0c,2018-03-23,2021-05-18,158,158
silentrush,Silent Rush,Binary Enfold,Soleily,https://static.wikia.nocookie.net/iowiro/images/4/4d/Silent_Rush.jpg/revision/latest?cb=20230928082725,5,5.0,nijuusei-conflict-b,TaroNuke,Conflict,CinEraLiA,2:34,None,Melodic Trance,1,674,674,1.6.0,1.0.0c,2018-03-23,2021-05-18,158,158
silentrush,Silent Rush,Binary Enfold,Soleily,https://static.wikia.nocookie.net/iowiro/images/4/4d/Silent_Rush.jpg/revision/latest?cb=20230928082725,8,8.6,nijuusei-conflict-b,TaroNuke,Conflict,CinEraLiA,2:34,None,Melodic Trance,2,941,941,1.6.0,1.0.0c,2018-03-23,2021-05-18,158,158
dementafterlegend,Dement ~after legend~,Arcaea,Cosmograph,https://static.wikia.nocookie.net/iowiro/images/b/bf/Dement_~after_legend~.jpg/revision/latest?cb=20230928044532,3,3.5,base_conflict,Toaster,Conflict,NTFS (not credited),2:09,Choral,Artcore,0,548,548,1.0.9,1.0.0c,2017-03-19,2021-05-08,210,210
dementafterlegend,Dement ~after legend~,Arcaea,Cosmograph,https://static.wikia.nocookie.net/iowiro/images/b/bf/Dement_~after_legend~.jpg/revision/latest?cb=20230928044532,6,6.0,base_conflict,Toaster,Conflict,NTFS (not credited),2:09,Choral,Artcore,1,756,756,1.0.9,1.0.0c,2017-03-19,2021-05-08,210,210
dementafterlegend,Dement ~after legend~,Arcaea,Cosmograph,https://static.wikia.nocookie.net/iowiro/images/b/bf/Dement_~after_legend~.jpg/revision/latest?cb=20230928044532,7,7.5,base_conflict,Toaster,Conflict,NTFS (not credited),2:09,Choral,Artcore,2,970,970,1.0.9,1.0.0c,2017-03-19,2021-05-08,210,210
dementafterlegend,Dement ~after legend~,Arcaea,Cosmograph,https://static.wikia.nocookie.net/iowiro/images/f/f2/Dement_~after_legend~_BYD.jpg/revision/latest?cb=20230928044626,9+,9.9,base_conflict,Nitro ~ABYSS~,Conflict,NTFS (not credited),2:09,Choral,Artcore,3,1040,,3.1.0,,2020-08-21,,210,210
trrricksters,Trrricksters!!,CHUNITHM Collaboration Chapter 3,s-don vs. 翡乃イスカ,https://static.wikia.nocookie.net/iowiro/images/b/b9/Trrricksters%21%21.jpg/revision/latest?cb=20230927213309,4,4.5,chunithmnew_conflict,絶滅,Conflict,巌井崚 (Ryo Iwai) (not credited),2:27,Vocal samples,Happy Hardcore / Chipstyle / Hardstyle,0,561,,4.4.0,,2023-03-23,,155,155
trrricksters,Trrricksters!!,CHUNITHM Collaboration Chapter 3,s-don vs. 翡乃イスカ,https://static.wikia.nocookie.net/iowiro/images/b/b9/Trrricksters%21%21.jpg/revision/latest?cb=20230927213309,7,7.5,chunithmnew_conflict,絶滅,Conflict,巌井崚 (Ryo Iwai) (not credited),2:27,Vocal samples,Happy Hardcore / Chipstyle / Hardstyle,1,784,,4.4.0,,2023-03-23,,155,155
trrricksters,Trrricksters!!,CHUNITHM Collaboration Chapter 3,s-don vs. 翡乃イスカ,https://static.wikia.nocookie.net/iowiro/images/b/b9/Trrricksters%21%21.jpg/revision/latest?cb=20230927213309,10,10.1,chunithmnew_conflict,絶滅,Conflict,巌井崚 (Ryo Iwai) (not credited),2:27,Vocal samples,Happy Hardcore / Chipstyle / Hardstyle,2,1183,,4.4.0,,2023-03-23,,155,155
lightsofmuse,Lights of Muse,Muse Dash Collaboration,Ayatsugu_Otowa,https://static.wikia.nocookie.net/iowiro/images/b/ba/Lightsofmuse.jpg/revision/latest?cb=20230630072125,2,2.5,musedash_light,antimys,Light,,1:40,None,Happy Hardcore,0,333,333,3.11.0,1.3.0,2021-12-24,2022-02-24,180,180
lightsofmuse,Lights of Muse,Muse Dash Collaboration,Ayatsugu_Otowa,https://static.wikia.nocookie.net/iowiro/images/b/ba/Lightsofmuse.jpg/revision/latest?cb=20230630072125,5,5.5,musedash_light,antimys,Light,,1:40,None,Happy Hardcore,1,438,438,3.11.0,1.3.0,2021-12-24,2022-02-24,180,180
lightsofmuse,Lights of Muse,Muse Dash Collaboration,Ayatsugu_Otowa,https://static.wikia.nocookie.net/iowiro/images/b/ba/Lightsofmuse.jpg/revision/latest?cb=20230630072125,8,8.7,musedash_light,antimys,Light,,1:40,None,Happy Hardcore,2,580,580,3.11.0,1.3.0,2021-12-24,2022-02-24,180,180
valhalla0,Valhalla:0,Sunset Radiance,Juggernaut.,https://static.wikia.nocookie.net/iowiro/images/e/ee/Valhalla0.jpg/revision/latest?cb=20230928085706,4,4.5,omatsuri_conflict,夜浪,Conflict,すずなし (Suzunashi),2:22,None,Dubcore,0,624,624,2.3.0,1.0.0c,2019-08-22,2021-05-18,200,200
valhalla0,Valhalla:0,Sunset Radiance,Juggernaut.,https://static.wikia.nocookie.net/iowiro/images/e/ee/Valhalla0.jpg/revision/latest?cb=20230928085706,7,7.0,omatsuri_conflict,夜浪,Conflict,すずなし (Suzunashi),2:22,None,Dubcore,1,893,893,2.3.0,1.0.0c,2019-08-22,2021-05-18,200,200
valhalla0,Valhalla:0,Sunset Radiance,Juggernaut.,https://static.wikia.nocookie.net/iowiro/images/e/ee/Valhalla0.jpg/revision/latest?cb=20230928085706,10,10.4,omatsuri_conflict,夜浪,Conflict,すずなし (Suzunashi),2:22,None,Dubcore,2,1173,1173,2.3.0,1.0.0c,2019-08-22,2021-05-18,200,200
alexandrite,Alexandrite,Memory Archive,WAiKURO,https://static.wikia.nocookie.net/iowiro/images/e/e7/Alexandrite.jpg/revision/latest?cb=20230928045127,4,4.5,alexandrite,東星※空の宝石,Conflict,シエラ (cierra),2:19,None,Trance,0,507,507,1.7.6,1.0.0c,2018-09-30,2021-05-18,146,146
alexandrite,Alexandrite,Memory Archive,WAiKURO,https://static.wikia.nocookie.net/iowiro/images/e/e7/Alexandrite.jpg/revision/latest?cb=20230928045127,7,7.0,alexandrite,東星※空の宝石,Conflict,シエラ (cierra),2:19,None,Trance,1,699,699,1.7.6,1.0.0c,2018-09-30,2021-05-18,146,146
alexandrite,Alexandrite,Memory Archive,WAiKURO,https://static.wikia.nocookie.net/iowiro/images/e/e7/Alexandrite.jpg/revision/latest?cb=20230928045127,10,10.0,alexandrite,東星※空の宝石,Conflict,シエラ (cierra),2:19,None,Trance,2,1040,1040,1.7.6,1.0.0c,2018-09-30,2021-05-18,146,146
awanderingmelodyoflove,A Wandering Melody of Love,Sunset Radiance,からとP⍺ոchii少年 feat.はるの,https://static.wikia.nocookie.net/iowiro/images/a/a5/A_Wandering_Melody_of_Love.jpg/revision/latest?cb=20230928071441,3,3.5,omatsuri_light,恋のToaster,Light,シエラ (cierra),2:13,はるの (Haruno),J-Pop / Rock / Metal,0,422,422,2.3.0,1.0.0c,2019-08-22,2021-05-18,165,165
awanderingmelodyoflove,A Wandering Melody of Love,Sunset Radiance,からとP⍺ոchii少年 feat.はるの,https://static.wikia.nocookie.net/iowiro/images/a/a5/A_Wandering_Melody_of_Love.jpg/revision/latest?cb=20230928071441,7,7.5,omatsuri_light,恋のToaster,Light,シエラ (cierra),2:13,はるの (Haruno),J-Pop / Rock / Metal,1,670,670,2.3.0,1.0.0c,2019-08-22,2021-05-18,165,165
awanderingmelodyoflove,A Wandering Melody of Love,Sunset Radiance,からとP⍺ոchii少年 feat.はるの,https://static.wikia.nocookie.net/iowiro/images/a/a5/A_Wandering_Melody_of_Love.jpg/revision/latest?cb=20230928071441,9,9.6,omatsuri_light,恋のToaster,Light,シエラ (cierra),2:13,はるの (Haruno),J-Pop / Rock / Metal,2,931,931,2.3.0,1.0.0c,2019-08-22,2021-05-18,165,165
altairfeatspila,Altair (feat. *spiLa*),Arcaea,kamome sano & you,https://static.wikia.nocookie.net/iowiro/images/1/1c/Altair_%28feat._%2AspiLa%2A%29.jpg/revision/latest?cb=20230928000623,2,2.5,nijuusei2_light,antymis,Light,minamo + レク (Reku),2:21,*spiLa*,Pop / Happy Hardcore,0,670,670,4.0.0,2.0.1,2022-07-07,2023-03-16,170,170
